facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,patients_who_reported_that_staff_definitely_gave_care_in_a_professional_way_and_the_facility_was_clean,patients_who_reported_that_staff_somewhat_gave_care_in_a_professional_way_or_the_facility_was_somewhat_clean,patients_who_reported_that_staff_did_not_give_care_in_a_professional_way_or_the_facility_was_not_clean,facilities_and_staff_linear_mean_score,patients_who_reported_that_staff_definitely_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_somewhat_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_did_not_communicate_about_what_to_expect_during_and_after_the_procedure,communication_about_your_procedure_linear_mean_score,patients_who_gave_the_facility_a_rating_of_9_or_10_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_7_or_8_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_0_to_6_on_a_scale_from_0_lowest_to_10_highest,patients_rating_of_the_facility_linear_mean_score,patients_who_reported_yes_they_would_definitely_recommend_the_facility_to_family_or_friends,patients_who_reported_probably_yes_they_would_recommend_the_facility_to_family_or_friends,patients_who_reported_no_they_would_not_recommend_the_facility_to_family_or_friends,patients_recommending_the_facility_linear_mean_score,footnote,number_of_sampled_patients,number_of_completed_surveys,survey_response_rate_percent,start_date,end_date
30073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045.0,COCONINO,(928) 283-2501,,,,,,,,,,,,,,,,,4,,,,,
30083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032.0,MARICOPA,(602) 923-5609,97.0,3.0,0.0,98.0,92.0,7.0,1.0,95.0,87.0,10.0,3.0,94.0,84.0,13.0,3.0,93.0,,1319.0,319.0,24.0,07/01/2023,06/30/2024
30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741.0,PIMA,(520) 469-8100,,,,,,,,,,,,,,,,,4,,,,,
30087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260.0,MARICOPA,(480) 323-3000,,,,,,,,,,,,,,,,,4,,,,,
30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206.0,MARICOPA,(480) 321-2000,,,,,,,,,,,,,,,,,4,,,,,
30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306.0,MARICOPA,(602) 865-4470,,,,,,,,,,,,,,,,,4,,,,,
30092,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027.0,MARICOPA,(623) 879-6100,,,,,,,,,,,,,,,,,4,,,,,
30093,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375.0,MARICOPA,(623) 524-4000,,,,,,,,,,,,,,,,,4,,,,,
30094,ABRAZO ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308.0,MARICOPA,(623) 561-1000,92.0,7.0,1.0,96.0,84.0,12.0,4.0,90.0,76.0,16.0,8.0,90.0,72.0,22.0,6.0,88.0,,1880.0,400.0,21.0,07/01/2023,06/30/2024
30101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442.0,MOHAVE,(928) 763-2273,,,,,,,,,,,,,,,,,4,,,,,
30103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054.0,MARICOPA,(480) 342-4201,,,,,,,,,,,,,,,,,4,,,,,
30105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206.0,MARICOPA,(480) 854-5050,,,,,,,,,,,,,,,,,4,,,,,
30107,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,MESA,AZ,85206.0,MARICOPA,(480) 832-4770,97.0,3.0,0.0,98.0,92.0,7.0,1.0,95.0,91.0,7.0,2.0,96.0,88.0,10.0,2.0,95.0,,1311.0,531.0,41.0,07/01/2023,06/30/2024
30108,THE CORE INSTITUTE SPECIALTY HOSP,6501 NORTH 19TH AVENUE,PHOENIX,AZ,85015.0,MARICOPA,(602) 795-6020,95.0,4.0,1.0,97.0,91.0,7.0,2.0,95.0,87.0,10.0,3.0,94.0,84.0,13.0,3.0,93.0,,1281.0,389.0,32.0,07/01/2023,06/30/2024
30110,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395.0,MARICOPA,(623) 882-1970,95.0,4.0,1.0,97.0,89.0,9.0,2.0,94.0,81.0,15.0,4.0,92.0,77.0,20.0,3.0,91.0,,1609.0,309.0,19.0,07/01/2023,06/30/2024
30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,AZ,85713.0,PIMA,(520) 874-2000,,,,,,,,,,,,,,,,,4,,,,,
30112,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,750 N 40TH STREET,PHOENIX,AZ,85008.0,MARICOPA,(480) 603-9000,98.0,2.0,0.0,99.0,92.0,7.0,1.0,95.0,92.0,7.0,1.0,97.0,89.0,10.0,1.0,96.0,,1171.0,359.0,31.0,07/01/2023,06/30/2024
30114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,85755.0,PIMA,(520) 901-3500,,,,,,,,,,,,,,,,,4,,,,,
30115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037.0,MARICOPA,(623) 327-4000,,,,,,,,,,,,,,,,,4,,,,,
30117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426.0,MOHAVE,(928) 788-2273,96.0,3.0,1.0,97.0,88.0,10.0,2.0,93.0,83.0,12.0,5.0,92.0,79.0,19.0,2.0,92.0,,938.0,321.0,34.0,07/01/2023,06/30/2024
30119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85297.0,MARICOPA,(480) 728-8000,,,,,,,,,,,,,,,,,4,,,,,
30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,85209.0,MARICOPA,(480) 358-6100,,,,,,,,,,,,,,,,,4,,,,,
30122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234.0,MARICOPA,(480) 543-2000,,,,,,,,,,,,,,,,,4,,,,,
30123,HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255.0,MARICOPA,(480) 324-7001,,,,,,,,,,,,,,,,,4,,,,,
30130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,85140.0,PINAL,(480) 394-4030,,,,,,,,,,,,,,,,,4,,,,,
30131,O.A.S.I.S. HOSPITAL,750 NORTH 40TH STREET,PHOENIX,AZ,85008.0,MARICOPA,(602) 797-7700,98.0,2.0,0.0,99.0,91.0,7.0,2.0,95.0,94.0,5.0,1.0,97.0,93.0,6.0,1.0,97.0,2,877.0,401.0,46.0,07/01/2023,06/30/2024
30134,BANNER GOLDFIELD MEDICAL CENTER,2050 WEST SOUTHERN AVENUE,APACHE JUNCTION,AZ,85120.0,PINAL,(480) 733-3300,,,,,,,,,,,,,,,,,4,,,,,
30136,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,7171 SOUTH 51ST AVENUE,LAVEEN,AZ,85339.0,MARICOPA,(623) 584-5100,,,,,,,,,,,,,,,,,4,,,,,
30138,WESTERN REGIONAL MEDICAL CENTER,14200 WEST CELEBRATE LIFE WAY,GOODYEAR,AZ,85338.0,MARICOPA,(623) 207-3000,99.0,1.0,0.0,99.0,93.0,6.0,1.0,96.0,95.0,4.0,1.0,98.0,95.0,4.0,1.0,98.0,,1053.0,325.0,31.0,07/01/2023,06/30/2024
30139,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,9130 EAST ELLIOT ROAD,MESA,AZ,85212.0,MARICOPA,(480) 410-4500,,,,,,,,,,,,,,,,,4,,,,,
30146,HONORHEALTH SONORAN CROSSING MEDICAL CENTER,33400 NORTH 32ND AVENUE,PHOENIX,AZ,85085.0,MARICOPA,(480) 882-4327,,,,,,,,,,,,,,,,,4,,,,,
30147,BANNER OCOTILLO MEDICAL CENTER,1405 SOUTH ALMA SCHOOL ROAD,CHANDLER,AZ,85286.0,MARICOPA,(480) 256-7000,,,,,,,,,,,,,,,,,4,,,,,
30148,NORTHWEST MEDICAL CENTER SAHUARITA,16260 SOUTH RANCHO SAHUARITA BOULEVARD,SAHUARITA,AZ,85629.0,PIMA,(520) 416-7100,,,,,,,,,,,,,,,,,4,,,,,
31312,COPPER QUEEN COMMUNITY HOSPITAL,101 COLE AVENUE,BISBEE,AZ,85603.0,COCHISE,(520) 432-6401,,,,,,,,,,,,,,,,,4,,,,,
31313,HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621.0,SANTA CRUZ,(520) 285-3000,92.0,8.0,0.0,96.0,94.0,6.0,0.0,97.0,65.0,24.0,11.0,89.0,67.0,22.0,11.0,85.0,3,143.0,20.0,14.0,07/01/2023,06/30/2024
40001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761.0,BENTON,(479) 524-4141,,,,,,,,,,,,,,,,,4,,,,,
40002,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,AR,72830.0,JOHNSON,(479) 754-5454,98.0,2.0,0.0,99.0,92.0,7.0,1.0,95.0,82.0,15.0,3.0,93.0,75.0,22.0,3.0,90.0,,1635.0,334.0,21.0,07/01/2023,06/30/2024
40004,WASHINGTON REGIONAL MEDICAL CENTER,3215 N NORTH HILLS BOULEVARD,FAYETTEVILLE,AR,72703.0,WASHINGTON,(479) 463-5113,,,,,,,,,,,,,,,,,4,,,,,
40007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205.0,PULASKI,(501) 552-3000,,,,,,,,,,,,,,,,,4,,,,,
40010,MERCY HOSPITAL NORTHWEST ARKANSAS,2710 SOUTH RIFE MEDICAL LANE,ROGERS,AR,72758.0,BENTON,(479) 338-8000,,,,,,,,,,,,,,,,,4,,,,,
40014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,AR,72143.0,WHITE,(501) 278-3100,,,,,,,,,,,,,,,,,4,,,,,
40015,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,AR,71953.0,POLK,(479) 394-6100,95.0,3.0,2.0,97.0,92.0,6.0,2.0,95.0,79.0,17.0,4.0,92.0,73.0,25.0,2.0,90.0,,612.0,147.0,24.0,07/01/2023,06/30/2024
40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205.0,PULASKI,(501) 686-5000,,,,,,,,,,,,,,,,,4,,,,,
40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,AR,72601.0,BOONE,(870) 414-4000,96.0,3.0,1.0,98.0,91.0,7.0,2.0,94.0,76.0,21.0,3.0,91.0,69.0,29.0,2.0,89.0,,1572.0,385.0,24.0,07/01/2023,06/30/2024
40019,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,FORREST CITY,AR,72335.0,ST. FRANCIS,(870) 261-0000,,,,,,,,,,,,,,,,,4,,,,,
40020,ST BERNARDS MEDICAL CENTER,225 E WASHIINGTON AVENUE,JONESBORO,AR,72401.0,CRAIGHEAD,(870) 972-4100,95.0,5.0,0.0,97.0,90.0,8.0,2.0,94.0,85.0,12.0,3.0,94.0,83.0,15.0,2.0,93.0,,1894.0,375.0,20.0,07/01/2023,06/30/2024
40022,NORTHWEST MEDICAL CENTER-SPRINGDALE,609 WEST MAPLE AVENUE,SPRINGDALE,AR,72764.0,WASHINGTON,(479) 751-5711,,,,,,,,,,,,,,,,,4,,,,,
40026,CHI ST. VINCENT HOSPITAL HOT SPRINGS,300 WERNER STREET,HOT SPRINGS,AR,71903.0,GARLAND,(501) 622-1000,,,,,,,,,,,,,,,,,4,,,,,
40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653.0,BAXTER,(870) 508-1000,,,,,,,,,,,,,,,,,4,,,,,
40029,"CONWAY REGIONAL MEDICAL CENTER, INC",2302 COLLEGE AVENUE,CONWAY,AR,72034.0,FAULKNER,(501) 329-3831,,,,,,,,,,,,,,,,,4,,,,,
40036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,AR,72117.0,PULASKI,(501) 202-3000,,,,,,,,,,,,,,,,,4,,,,,
40039,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450.0,GREENE,(870) 239-7000,,,,,,,,,,,,,,,,,4,,,,,
40041,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801.0,POPE,(479) 968-2841,97.0,3.0,0.0,98.0,91.0,7.0,2.0,94.0,77.0,20.0,3.0,92.0,66.0,31.0,3.0,87.0,2,1522.0,314.0,21.0,07/01/2023,06/30/2024
40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701.0,OUACHITA,(870) 836-1000,,,,,,,,,,,,,,,,,4,,,,,
40051,BAPTIST HEALTH MEDICAL CENTER-DREW COUNTY,778 SCOGIN DRIVE,MONTICELLO,AR,71655.0,DREW,(870) 367-2411,97.0,3.0,0.0,98.0,91.0,8.0,1.0,95.0,85.0,12.0,3.0,94.0,81.0,17.0,2.0,92.0,,1019.0,202.0,20.0,07/01/2023,06/30/2024
40055,BAPTIST HEALTH - FORT SMITH,1001 TOWSON AVENUE,FORT SMITH,AR,72901.0,SEBASTIAN,(479) 441-4000,,,,,,,,,,,,,,,,,4,,,,,
40062,MERCY HOSPITAL FORT SMITH,7301 ROGERS AVE,FORT SMITH,AR,72903.0,SEBASTIAN,(479) 314-6000,,,,,,,,,,,,,,,,,4,,,,,
40069,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315.0,MISSISSIPPI,(870) 838-7300,95.0,4.0,1.0,97.0,88.0,9.0,3.0,93.0,69.0,28.0,3.0,90.0,67.0,27.0,6.0,87.0,3,488.0,73.0,15.0,07/01/2023,06/30/2024
40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603.0,JEFFERSON,(870) 541-7100,95.0,5.0,0.0,98.0,90.0,8.0,2.0,94.0,76.0,21.0,3.0,92.0,72.0,24.0,4.0,89.0,,2300.0,388.0,17.0,07/01/2023,06/30/2024
40072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ST,STUTTGART,AR,72160.0,ARKANSAS,(870) 673-3511,,,,,,,,,,,,,,,,,4,,,,,
40076,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,1001 SCHNEIDER DRIVE,MALVERN,AR,72104.0,HOT SPRING,(501) 332-1000,,,,,,,,,,,,,,,,,4,,,,,
40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901.0,GARLAND,(501) 321-1000,97.0,3.0,0.0,98.0,89.0,9.0,2.0,93.0,83.0,14.0,3.0,93.0,76.0,22.0,2.0,91.0,2,1700.0,420.0,25.0,07/01/2023,06/30/2024
40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,72015.0,SALINE,(501) 776-6000,96.0,4.0,0.0,98.0,90.0,8.0,2.0,94.0,80.0,17.0,3.0,92.0,71.0,25.0,4.0,89.0,2,1926.0,363.0,19.0,07/01/2023,06/30/2024
40088,SOUTH ARKANSAS REGIONAL HOSPITAL LLC,700 WEST GROVE STREET,EL DORADO,AR,71730.0,UNION,(870) 863-2000,,,,,,,,,,,,,,,,,4,,,,,
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205.0,PULASKI,(501) 202-2000,,,,,,,,,,,,,,,,,4,,,,,
40118,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",4800 EAST JOHNSON AVENUE,JONESBORO,AR,72405.0,CRAIGHEAD,(870) 972-7000,96.0,3.0,1.0,98.0,91.0,7.0,2.0,95.0,91.0,7.0,2.0,95.0,88.0,10.0,2.0,95.0,,2335.0,422.0,18.0,07/01/2023,06/30/2024
40119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72503.0,INDEPENDENCE,(870) 262-1200,,,,,,,,,,,,,,,,,4,,,,,
40134,"ARKANSAS HEART HOSPITAL, LLC",1701 S SHACKLEFORD ROAD,LITTLE ROCK,AR,72211.0,PULASKI,(501) 219-7000,95.0,4.0,1.0,97.0,84.0,11.0,5.0,90.0,87.0,10.0,3.0,94.0,89.0,7.0,4.0,94.0,,958.0,309.0,32.0,07/01/2023,06/30/2024
40137,ST VINCENT MEDICAL CENTER/NORTH,2215 WILDWOOD AVENUE,SHERWOOD,AR,72120.0,PULASKI,(501) 552-7100,,,,,,,,,,,,,,,,,4,,,,,
40147,ARKANSAS SURGICAL HOSPITAL,5201 NORTH SHORE DRIVE,NO LITTLE ROCK,AR,72118.0,PULASKI,(501) 748-8000,,,,,,,,,,,,,,,,,4,,,,,
40154,BAPTIST HEALTH MEDICAL CENTER- CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032.0,FAULKNER,(501) 585-2000,,,,,,,,,,,,,,,,,4,,,,,
40156,"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",2100 NORTH SEVENTH STREET,WEST MEMPHIS,AR,72301.0,CRITTENDEN,(870) 394-7800,99.0,1.0,0.0,100.0,93.0,6.0,1.0,96.0,92.0,6.0,2.0,96.0,90.0,6.0,4.0,94.0,3,418.0,94.0,22.0,07/01/2023,06/30/2024
40161,ARKANSAS HEART HOSPITAL-ENCORE,1901 ENCORE WAY,BRYANT,AR,72022.0,SALINE,(501) 213-4500,98.0,2.0,0.0,99.0,91.0,6.0,3.0,94.0,92.0,5.0,3.0,97.0,94.0,4.0,2.0,96.0,,1352.0,303.0,22.0,07/01/2023,06/30/2024
41312,BAPTIST HEALTH MEDICAL CENTER HEBER SPRINGS,1800 BYPASS ROAD,HEBER SPRINGS,AR,72543.0,CLEBURNE,(501) 887-3000,,,,,,,,,,,,,,,,,4,,,,,
41321,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,3050 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923.0,CLARK,(870) 245-2622,,,,,,,,,,,,,,,,,4,,,,,
41324,CHI ST VINCENT MORRILTON,#4 HOSPITAL DRIVE,MORRILTON,AR,72110.0,CONWAY,(501) 977-2300,,,,,,,,,,,,,,,,,4,,,,,
41328,CHICOT MEMORIAL MEDICAL CENTER,2729 SOUTH HIGHWAY 65 & 82,LAKE VILLAGE,AR,71653.0,CHICOT,(870) 265-5351,99.0,1.0,0.0,99.0,92.0,7.0,1.0,96.0,90.0,10.0,0.0,96.0,80.0,18.0,2.0,92.0,3,251.0,46.0,18.0,07/01/2023,06/30/2024
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545.0,ALAMEDA,(510) 782-6200,92.0,7.0,1.0,95.0,86.0,11.0,3.0,92.0,79.0,17.0,4.0,92.0,80.0,15.0,5.0,91.0,,560.0,117.0,24.0,07/01/2023,06/30/2024
50006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501.0,HUMBOLDT,(707) 445-8121,97.0,2.0,1.0,98.0,91.0,7.0,2.0,94.0,81.0,15.0,4.0,92.0,79.0,18.0,3.0,91.0,,1853.0,442.0,24.0,07/01/2023,06/30/2024
50007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010.0,SAN MATEO,(650) 696-5400,,,,,,,,,,,,,,,,,4,,,,,
50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117.0,SAN FRANCISCO,(415) 600-6000,,,,,,,,,,,,,,,,,4,,,,,
50009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558.0,NAPA,(707) 252-4411,97.0,3.0,0.0,98.0,91.0,7.0,2.0,95.0,87.0,12.0,1.0,95.0,85.0,14.0,1.0,94.0,,1162.0,268.0,23.0,07/01/2023,06/30/2024
50013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574.0,NAPA,(707) 963-3611,,,,,,,,,,,,,,,,,4,,,,,
50014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642.0,AMADOR,(209) 223-7500,,,,,,,,,,,,,,,,,4,,,,,
50017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819.0,SACRAMENTO,(916) 453-4453,,,,,,,,,,,,,,,,,4,,,,,
50022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501.0,RIVERSIDE,(951) 788-3000,,,,,,,,,,,,,,,,,4,,,,,
50024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950.0,SAN DIEGO,(619) 470-4321,,,,,,,,,,,,,,,,,4,,,,,
50025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103.0,SAN DIEGO,(619) 543-6222,,,,,,,,,,,,,,,,,4,,,,,
50026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE,LA MESA,CA,91942.0,SAN DIEGO,(619) 465-0711,97.0,3.0,0.0,98.0,90.0,7.0,3.0,93.0,85.0,13.0,2.0,94.0,82.0,15.0,3.0,93.0,,8014.0,1805.0,23.0,07/01/2023,06/30/2024
50028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,CA,95521.0,HUMBOLDT,(707) 822-3621,,,,,,,,,,,,,,,,,4,,,,,
50036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,BAKERSFIELD,CA,93301.0,KERN,(661) 327-1792,,,,,,,,,,,,,,,,,4,,,,,
50038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128.0,SANTA CLARA,(408) 885-5000,,,,,,,,,,,,,,,,,4,,,,,
50039,ENLOE HEALTH,1531 ESPLANADE,CHICO,CA,95926.0,BUTTE,(530) 332-7300,96.0,4.0,0.0,98.0,86.0,11.0,3.0,92.0,82.0,15.0,3.0,93.0,88.0,11.0,1.0,96.0,,7794.0,688.0,10.0,07/01/2023,06/30/2024
50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342.0,LOS ANGELES,(818) 364-1555,,,,,,,,,,,,,,,,,4,,,,,
50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080.0,TEHAMA,(530) 529-8012,,,,,,,,,,,,,,,,,4,,,,,
50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609.0,ALAMEDA,(510) 655-4000,,,,,,,,,,,,,,,,,4,,,,,
50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243.0,IMPERIAL,(760) 339-7100,,,,,,,,,,,,,,,,,4,,,,,
50047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109.0,SAN FRANCISCO,(415) 600-6000,,,,,,,,,,,,,,,,,4,,,,,
50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220.0,RIVERSIDE,(951) 845-1121,96.0,4.0,0.0,98.0,89.0,10.0,1.0,94.0,88.0,10.0,2.0,94.0,81.0,17.0,2.0,93.0,,657.0,150.0,23.0,07/01/2023,06/30/2024
50055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,3555 CESAR CHAVEZ,SAN FRANCISCO,CA,94110.0,SAN FRANCISCO,(415) 641-6562,,,,,,,,,,,,,,,,,4,,,,,
50056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534.0,LOS ANGELES,(661) 949-5000,,,,,,,,,,,,,,,,,4,,,,,
50057,KAWEAH HEALTH MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291.0,TULARE,(559) 624-2000,,,,,,,,,,,,,,,,,4,,,,,
50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204.0,LOS ANGELES,(818) 502-1900,,,,,,,,,,,,,,,,,4,,,,,
50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721.0,FRESNO,(559) 459-6000,,,,,,,,,,,,,,,,,4,,,,,
50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027.0,LOS ANGELES,(213) 413-3000,90.0,8.0,2.0,94.0,86.0,10.0,4.0,91.0,71.0,22.0,7.0,89.0,69.0,24.0,7.0,86.0,,2856.0,405.0,14.0,07/01/2023,06/30/2024
50067,OAK VALLEY HOSPITAL DISTRICT,350 S OAK AVE,OAKDALE,CA,95361.0,STANISLAUS,(209) 847-3011,,,,,,,,,,,,,,,,,4,,,,,
50069,PROVIDENCE ST. JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,CA,92868.0,ORANGE,(714) 633-9111,97.0,3.0,0.0,98.0,88.0,9.0,3.0,93.0,86.0,12.0,2.0,95.0,86.0,11.0,3.0,93.0,,3228.0,725.0,22.0,07/01/2023,06/30/2024
50070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080.0,SAN MATEO,(650) 742-3200,97.0,2.0,1.0,98.0,94.0,5.0,1.0,97.0,87.0,11.0,2.0,95.0,85.0,12.0,3.0,93.0,,2314.0,773.0,33.0,07/01/2023,06/30/2024
50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051.0,SANTA CLARA,(408) 236-6400,96.0,3.0,1.0,98.0,92.0,7.0,1.0,96.0,88.0,10.0,2.0,95.0,85.0,13.0,2.0,94.0,,4657.0,1636.0,35.0,07/01/2023,06/30/2024
