state,measure_id,measure_name,score,footnote,start_date,end_date
WA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.597,,07/01/2023,06/30/2024
WA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.765,,07/01/2023,06/30/2024
WA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.677,,07/01/2023,06/30/2024
WA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.683,,07/01/2023,06/30/2024
WA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.849,,07/01/2023,06/30/2024
WA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.763,,07/01/2023,06/30/2024
WA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.893,,07/01/2023,06/30/2024
WA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.190,,07/01/2023,06/30/2024
WA,HAI_3_SIR,SSI - Colon Surgery,1.033,,07/01/2023,06/30/2024
WA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.904,,07/01/2023,06/30/2024
WA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.711,,07/01/2023,06/30/2024
WA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.260,,07/01/2023,06/30/2024
WA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.490,,07/01/2023,06/30/2024
WA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.709,,07/01/2023,06/30/2024
WA,HAI_5_SIR,MRSA Bacteremia,0.592,,07/01/2023,06/30/2024
WA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.461,,07/01/2023,06/30/2024
WA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.535,,07/01/2023,06/30/2024
WA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.497,,07/01/2023,06/30/2024
WI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.527,,07/01/2023,06/30/2024
WI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.709,,07/01/2023,06/30/2024
WI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.613,,07/01/2023,06/30/2024
WI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.463,,07/01/2023,06/30/2024
WI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.622,,07/01/2023,06/30/2024
WI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.538,,07/01/2023,06/30/2024
WI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.798,,07/01/2023,06/30/2024
WI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.091,,07/01/2023,06/30/2024
WI,HAI_3_SIR,SSI - Colon Surgery,0.936,,07/01/2023,06/30/2024
WI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.940,,07/01/2023,06/30/2024
WI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.779,,07/01/2023,06/30/2024
WI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.310,,07/01/2023,06/30/2024
WI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.306,,07/01/2023,06/30/2024
WI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.516,,07/01/2023,06/30/2024
WI,HAI_5_SIR,MRSA Bacteremia,0.401,,07/01/2023,06/30/2024
WI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.518,,07/01/2023,06/30/2024
WI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.603,,07/01/2023,06/30/2024
WI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.560,,07/01/2023,06/30/2024
WV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.728,,07/01/2023,06/30/2024
WV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.019,,07/01/2023,06/30/2024
WV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.864,,07/01/2023,06/30/2024
WV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.533,,07/01/2023,06/30/2024
WV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.747,,07/01/2023,06/30/2024
WV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.633,,07/01/2023,06/30/2024
WV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.693,,07/01/2023,06/30/2024
WV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.171,,07/01/2023,06/30/2024
WV,HAI_3_SIR,SSI - Colon Surgery,0.908,,07/01/2023,06/30/2024
WV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.767,,07/01/2023,06/30/2024
WV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.945,,07/01/2023,06/30/2024
WV,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.255,,07/01/2023,06/30/2024
WV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.661,,07/01/2023,06/30/2024
WV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.019,,07/01/2023,06/30/2024
WV,HAI_5_SIR,MRSA Bacteremia,0.825,,07/01/2023,06/30/2024
WV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.509,,07/01/2023,06/30/2024
WV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.628,,07/01/2023,06/30/2024
WV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.566,,07/01/2023,06/30/2024
WY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.120,,07/01/2023,06/30/2024
WY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.914,,07/01/2023,06/30/2024
WY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.379,,07/01/2023,06/30/2024
WY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.460,,07/01/2023,06/30/2024
WY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.276,,07/01/2023,06/30/2024
WY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.791,,07/01/2023,06/30/2024
WY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.138,,07/01/2023,06/30/2024
WY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.047,,07/01/2023,06/30/2024
WY,HAI_3_SIR,SSI - Colon Surgery,0.434,,07/01/2023,06/30/2024
WY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.177,,07/01/2023,06/30/2024
WY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.485,,07/01/2023,06/30/2024
WY,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.055,,07/01/2023,06/30/2024
WY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.342,,07/01/2023,06/30/2024
WY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,2.072,,07/01/2023,06/30/2024
WY,HAI_5_SIR,MRSA Bacteremia,0.935,,07/01/2023,06/30/2024
WY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.315,,07/01/2023,06/30/2024
WY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.639,,07/01/2023,06/30/2024
WY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.456,,07/01/2023,06/30/2024
