facility_name,facility_id,npi,citytown,state,zip_code,year,asc1_rate,asc1_footnote,asc2_rate,asc2_footnote,asc3_rate,asc3_footnote,asc4_rate,asc4_footnote,asc9_rate,asc9_footnote,asc11_rate,asc11_footnote,asc12_total_cases,asc12_performance_category,asc12_rshv_rate,asc12_interval_lower_limit,asc12_interval_upper_limit,asc12_footnote,asc13_rate,asc13_footnote,asc14_rate,asc14_footnote,asc17_total_cases,asc17_performance_category,asc17_rshv_rate,asc17_interval_lower_limit,asc17_interval_upper_limit,asc17_footnote,asc18_total_cases,asc18_performance_category,asc18_rshv_rate,asc18_interval_lower_limit,asc18_interval_upper_limit,asc18_footnote,asc19_total_cases,asc19_performance_category,asc19_rshv_rate,asc19_interval_lower_limit,asc19_interval_upper_limit,asc19_footnote,asc20_sample,asc20_rate,asc20_footnote
WILDCREEK SURGERY CENTER,29C0001035,1003875873,SPARKS,NV,89431.0,2023,,5.0,,5.0,0.05,,0.09,,,5.0,,5.0,,,,,,5.0,,5.0,0.61,,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
WILDCREEK SURGERY CENTER,29C0001035,1003875873,SPARKS,NV,89431.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,0.0,,5.0
CENTRAL TEXAS ENDOSCOPY CENTER LLC,45C0001265,1003887225,BRYAN,TX,77802.0,2023,0.0,,0.0,,0.0,,0.15,,89.75,,,5.0,3005.0,No Different Than the National Rate,9.1,7.0,11.9,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
CENTRAL TEXAS ENDOSCOPY CENTER LLC,45C0001265,1003887225,BRYAN,TX,77802.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,44.0,0.0,
LOUISVILLE ENDOSCOPY CENTER,18C0001029,1003888595,LOUISVILLE,KY,40217.0,2023,0.0,,0.03,,0.0,,0.08,,91.85,,,5.0,2593.0,No Different Than the National Rate,11.3,8.7,14.6,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
LOUISVILLE ENDOSCOPY CENTER,18C0001029,1003888595,LOUISVILLE,KY,40217.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,55.0,100.0,
DIGESTIVE ENDOSCOPY CENTER LLC,36C0001084,1003888710,KETTERING,OH,45429.0,2023,0.0,,0.0,,0.0,,0.09,,87.95,,,5.0,2140.0,No Different Than the National Rate,11.8,9.1,15.3,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
DIGESTIVE ENDOSCOPY CENTER LLC,36C0001084,1003888710,KETTERING,OH,45429.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,36.0,1.8,
ENDOSCOPY GROUP LLC,10C0001252,1003889346,PENSACOLA,FL,32503.0,2023,0.0,,0.01,,0.0,,0.02,,100.0,,,5.0,5265.0,No Different Than the National Rate,11.7,9.6,14.1,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,7.0,,,5.0
ENDOSCOPY GROUP LLC,10C0001252,1003889346,PENSACOLA,FL,32503.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,76.0,0.0,
WALDORF ENDOSCOPY CENTER,21C0001062,1003889379,WALDORF,MD,20602.0,2023,0.0,,0.0,,0.0,,0.04,,79.44,,,5.0,1839.0,No Different Than the National Rate,9.5,7.0,13.0,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
WALDORF ENDOSCOPY CENTER,21C0001062,1003889379,WALDORF,MD,20602.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,23.0,21.7,
COMMUNITY SURGERY CENTER NORTHWEST,15C0001034,1003897448,INDIANAPOLIS,IN,46260.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,80.0,No Different Than the National Rate,9.6,6.6,13.9,,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
COMMUNITY SURGERY CENTER NORTHWEST,15C0001034,1003897448,INDIANAPOLIS,IN,46260.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
OREGON TRAIL EYE SURGERY CENTER,28C0001036,1003909789,SCOTTSBLUFF,NE,69361.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,0.25,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
OREGON TRAIL EYE SURGERY CENTER,28C0001036,1003909789,SCOTTSBLUFF,NE,69361.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,45.0,0.7,
CROSSROADS PODIATRIC SURGERY CENTER LLC,21C0001450,1003912957,OWINGS MILLS,MD,21117.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
CROSSROADS PODIATRIC SURGERY CENTER LLC,21C0001450,1003912957,OWINGS MILLS,MD,21117.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
VAIL VALLEY SURGERY CENTER LLC DBA VAIL VALLEY SURGERY CENTER VAIL,06C0001074,1003944125,VAIL,CO,81657.0,2023,0.0,,0.1,,0.0,,0.33,,,5.0,,5.0,,,,,,5.0,100.0,,,5.0,391.0,No Different Than the National Rate,3.1,2.1,4.5,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
VAIL VALLEY SURGERY CENTER LLC DBA VAIL VALLEY SURGERY CENTER VAIL,06C0001074,1003944125,VAIL,CO,81657.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,337.0,0.9,
PACIFIC HEIGHTS SURGERY CENTER LP,05C0001661,1003965328,SAN FRANCISCO,CA,94115.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,96.91,,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,,,,,5.0,,,5.0
PACIFIC HEIGHTS SURGERY CENTER LP,05C0001661,1003965328,SAN FRANCISCO,CA,94115.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,68.0,5.9,
THE ORTHOPAEDIC SURGERY CENTER LLC,52C0001074,1003976929,PEWAUKEE,WI,53072.0,2023,0.0,,0.02,,0.0,,0.03,,,5.0,,5.0,,,,,,5.0,83.47,,,5.0,518.0,No Different Than the National Rate,3.2,2.2,4.4,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
THE ORTHOPAEDIC SURGERY CENTER LLC,52C0001074,1003976929,PEWAUKEE,WI,53072.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,95.0,83.2,
PIEDMONT EYE,11C0001203,1003993965,ATLANTA,GA,30327.0,2023,0.0,,0.02,,0.0,,0.04,,,5.0,,5.0,,,,,,5.0,,1.0,0.35,,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
PIEDMONT EYE,11C0001203,1003993965,ATLANTA,GA,30327.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,57.0,1.8,
BAY AREA ENDOSCOPY CENTER LIMITED PARTNERSHIP,10C0001196,1013011162,ST PETERSBURG,FL,33709.0,2023,0.0,,0.05,,,5.0,0.11,,,5.0,,5.0,623.0,No Different Than the National Rate,9.6,6.9,13.2,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
BAY AREA ENDOSCOPY CENTER LIMITED PARTNERSHIP,10C0001196,1013011162,ST PETERSBURG,FL,33709.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,15.0,6.7,
PHOENIX EYE SURGICAL CENTER PLC,03C0001023,1013021682,PHOENIX,AZ,85012.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,,5.0
PHOENIX EYE SURGICAL CENTER PLC,03C0001023,1013021682,PHOENIX,AZ,85012.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
GASTROENTEROLOGY DIAGNOSTIC CENTER MEDICAL GROUP,05C0001186,1013048461,MONTEREY PARK,CA,91754.0,2023,0.0,,0.0,,0.0,,0.0,,84.01,,,5.0,379.0,No Different Than the National Rate,11.1,7.7,15.6,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
GASTROENTEROLOGY DIAGNOSTIC CENTER MEDICAL GROUP,05C0001186,1013048461,MONTEREY PARK,CA,91754.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,20.0,75.0,
RENAISSANCE SURGERY CENTER LLC,05C0001702,1013068642,PALM DESERT,CA,92260.0,2023,0.0,,0.03,,0.0,,0.03,,,5.0,99.85,,,,,,,5.0,100.0,,0.15,,59.0,No Different Than the National Rate,2.2,1.5,3.3,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
RENAISSANCE SURGERY CENTER LLC,05C0001702,1013068642,PALM DESERT,CA,92260.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,26.0,96.1,
RENAISSANCE SURGERY CENTER LLC,05C0001813,1013068642,FRESNO,CA,93720.0,2023,0.0,,0.03,,0.0,,0.03,,,5.0,99.85,,,,,,,5.0,100.0,,0.15,,59.0,No Different Than the National Rate,2.2,1.5,3.3,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
RENAISSANCE SURGERY CENTER LLC,05C0001813,1013068642,FRESNO,CA,93720.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,26.0,96.1,
CLEARER VISION LLC,44C0001108,1013096700,COOKEVILLE,TN,38501.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,0.07,,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
CLEARER VISION LLC,44C0001108,1013096700,COOKEVILLE,TN,38501.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,20.0,0.0,
TRACY SURGERY CENTER,05C0001859,1013104389,TRACY,CA,95377.0,2023,0.0,,0.06,,0.0,,0.0,,100.0,,,5.0,126.0,No Different Than the National Rate,9.4,6.5,13.6,,100.0,,0.0,,41.0,No Different Than the National Rate,2.3,1.5,3.6,,,Number of Cases Too Small,,,,1.0,,Number of Cases Too Small,,,,1.0,,,5.0
TRACY SURGERY CENTER,05C0001859,1013104389,TRACY,CA,95377.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,20.0,89.7,
FOOT SURGERY CENTER OF NORTHERN COLORADO LLC,06C0001043,1013116938,FORT COLLINS,CO,80524.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,64.0,No Different Than the National Rate,2.4,1.6,3.8,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
FOOT SURGERY CENTER OF NORTHERN COLORADO LLC,06C0001043,1013116938,FORT COLLINS,CO,80524.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
ADVANCED SURGICAL INSTITUTE DBA SOUTH JERSEY MUSCULOSKELETAL INSTITUTE LLC,31C0001233,1013136456,SEWELL,NJ,8080.0,2023,,5.0,,5.0,,5.0,,5.0,95.74,,,5.0,706.0,No Different Than the National Rate,10.1,7.2,14.0,,81.8,,0.39,,183.0,No Different Than the National Rate,2.3,1.5,3.5,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
ADVANCED SURGICAL INSTITUTE DBA SOUTH JERSEY MUSCULOSKELETAL INSTITUTE LLC,31C0001233,1013136456,SEWELL,NJ,8080.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,67.0,0.0,
WESTERN WASHINGTON MEDICAL GROUP INC PS DBA GATEWAY SURGERY CENTER,50C0001272,1013138536,EVERETT,WA,98201.0,2023,0.0,,0.05,,0.0,,0.05,,,5.0,,5.0,,,,,,5.0,87.52,,,5.0,206.0,No Different Than the National Rate,2.8,1.9,4.2,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
WESTERN WASHINGTON MEDICAL GROUP INC PS DBA GATEWAY SURGERY CENTER,50C0001272,1013138536,EVERETT,WA,98201.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,46.0,3.6,
HARRISON ENDO SURGICAL CENTER LLC,31C0001262,1013143007,HARRISON,NJ,7029.0,2023,,5.0,,5.0,,5.0,,5.0,100.0,,,5.0,344.0,No Different Than the National Rate,9.4,6.6,13.7,,91.43,,,5.0,50.0,No Different Than the National Rate,2.3,1.4,3.5,,,,,,,5.0,56.0,No Different than expected,0.9,0.5,1.7,,,,5.0
HARRISON ENDO SURGICAL CENTER LLC,31C0001262,1013143007,HARRISON,NJ,7029.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,65.0,0.0,
WEST SIDE SURGERY CENTER,11C0001335,1013158948,DOUGLAS,GA,31533.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
WEST SIDE SURGERY CENTER,11C0001335,1013158948,DOUGLAS,GA,31533.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
NORTH COLUMBUS SURGERY CENTER LLC,11C0001368,1013212927,COLUMBUS,GA,31909.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,,,,,5.0,,,5.0
NORTH COLUMBUS SURGERY CENTER LLC,11C0001368,1013212927,COLUMBUS,GA,31909.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,23.0,100.0,
CARLIN VISION SURGERY CENTER LLC,11C0001356,1013222926,SNELLVILLE,GA,30078.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,0.8,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
CARLIN VISION SURGERY CENTER LLC,11C0001356,1013222926,SNELLVILLE,GA,30078.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,18.0,33.3,
TUSCAN SURGERY CENTER AT LAS COLINAS,45C0001384,1013227248,IRVING,TX,75039.0,2023,,5.0,0.09,,,5.0,0.05,,97.24,,,5.0,1827.0,No Different Than the National Rate,11.6,8.7,15.3,,100.0,,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
TUSCAN SURGERY CENTER AT LAS COLINAS,45C0001384,1013227248,IRVING,TX,75039.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,82.0,0.0,
SOMA SURGERY CENTER,05C0002015,1013275965,BEVERLY HILLS,CA,90211.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,35.0,No Different Than the National Rate,10.1,7.0,14.9,,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
SOMA SURGERY CENTER,05C0002015,1013275965,BEVERLY HILLS,CA,90211.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
NOVANT HEALTH MATTHEWS SURGERY CENTER,34C0001180,1013298926,MATTHEWS,NC,28103.0,2023,0.0,,0.0,,0.0,,0.11,,,5.0,,5.0,,,,,,5.0,99.38,,,5.0,327.0,No Different Than the National Rate,2.5,1.7,3.6,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
NOVANT HEALTH MATTHEWS SURGERY CENTER,34C0001180,1013298926,MATTHEWS,NC,28103.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,144.0,0.0,
MELBOURNE SURGERY CENTER LLC,10C0001228,1013309459,MELBOURNE,FL,32901.0,2023,0.02,,0.0,,0.0,,0.19,,,5.0,100.0,,,,,,,5.0,100.0,,0.0,,332.0,No Different Than the National Rate,2.3,1.6,3.4,,,Number of Cases Too Small,,,,1.0,114.0,No Different than expected,1.1,0.6,1.9,,,,5.0
MELBOURNE SURGERY CENTER LLC,10C0001228,1013309459,MELBOURNE,FL,32901.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,66.0,0.0,
CENTER FOR PAIN AND SPINE LLC,11C0001430,1013341734,NEWNAN,GA,30265.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,,,,,5.0,,,5.0
CENTER FOR PAIN AND SPINE LLC,11C0001430,1013341734,NEWNAN,GA,30265.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,8.0,,1.0
SURGICATH LLC,10C0001649,1013360320,PALM BEACH GARDENS,FL,33410.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
SURGICATH LLC,10C0001649,1013360320,PALM BEACH GARDENS,FL,33410.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,15.0,26.7,
GI WELLNESS CENTER OF FREDERICK,21C0001579,1013372986,FREDERICK,MD,21702.0,2023,0.0,,0.0,,0.0,,0.0,,,5.0,,5.0,515.0,No Different Than the National Rate,9.3,6.6,13.4,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
GI WELLNESS CENTER OF FREDERICK,21C0001579,1013372986,FREDERICK,MD,21702.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,13.0,84.4,
GI WELLNESS CENTER OF FREDERICK LLC,21D2113134,1013372986,FREDERICK,MD,21702.0,2023,0.0,,0.0,,0.0,,0.0,,,5.0,,5.0,515.0,No Different Than the National Rate,9.3,6.6,13.4,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
GI WELLNESS CENTER OF FREDERICK LLC,21D2113134,1013372986,FREDERICK,MD,21702.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,13.0,84.4,
NORTH PINES SURGERY CENTER LLC,45C0001597,1013392042,CONROE,TX,77304.0,2023,0.0,,0.0,,0.0,,0.17,,,5.0,,5.0,,,,,,5.0,95.68,,,5.0,111.0,No Different Than the National Rate,2.4,1.6,3.6,,,,,,,5.0,,,,,,7.0,,,5.0
NORTH PINES SURGERY CENTER LLC,45C0001597,1013392042,CONROE,TX,77304.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,34.0,0.0,
AKDHC SURGERY CENTER,03C0001432,1013403161,BULLHEAD,AZ,86442.0,2023,,5.0,,5.0,,5.0,0.0,,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
AKDHC SURGERY CENTER,03C0001432,1013403161,BULLHEAD,AZ,86442.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,7.0,,1.0
BLUE BELL ASC LLC DBA JEFFERSON SURGERY CENTER BLUE BELL,39C0001345,1013412287,BLUE BELL,PA,19422.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,,,,,5.0,,,5.0
BLUE BELL ASC LLC DBA JEFFERSON SURGERY CENTER BLUE BELL,39C0001345,1013412287,BLUE BELL,PA,19422.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
BURNSIDE SURGERY CENTER,38C0001111,1013417351,GRESHAM,OR,97030.0,2023,0.0,,0.27,,0.05,,0.0,,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
BURNSIDE SURGERY CENTER,38C0001111,1013417351,GRESHAM,OR,97030.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,2.0,,1.0
REX SURGERY CENTER OF WAKEFIELD LLC,34C0001201,1013425933,RALEIGH,NC,27612.0,2023,0.0,,0.0,,0.0,,0.08,,,5.0,,5.0,,,,,,5.0,100.0,,0.78,,84.0,No Different Than the National Rate,2.1,1.4,3.3,,,Number of Cases Too Small,,,,1.0,126.0,No Different than expected,1.2,0.7,2.0,,,,5.0
REX SURGERY CENTER OF WAKEFIELD LLC,34C0001201,1013425933,RALEIGH,NC,27612.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,54.0,0.0,
ENDOSCOPY CENTER OF NORTH CAROLINA DIGESTIVE HEALTH PARTNERS,34C0001034,1013463157,ASHEVILLE,NC,28801.0,2023,0.0,,0.04,,0.0,,0.07,,100.0,,,5.0,7298.0,Better Than the National Rate,7.1,5.7,8.9,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
ENDOSCOPY CENTER OF NORTH CAROLINA DIGESTIVE HEALTH PARTNERS,34C0001034,1013463157,ASHEVILLE,NC,28801.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,59.0,6.7,
CAMARILLO ENDOSCOPY CENTER LLC,05C0002164,1013463991,CAMARILLO,CA,93012.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,327.0,No Different Than the National Rate,11.1,7.8,15.7,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
CAMARILLO ENDOSCOPY CENTER LLC,05C0002164,1013463991,CAMARILLO,CA,93012.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
MUVE LAKEWAY AMBULATORY SURGICAL CENTER,45C0001618,1013468586,LAKEWAY,TX,78738.0,2023,,5.0,,5.0,,5.0,0.41,,,5.0,,5.0,,,,,,5.0,100.0,,,5.0,291.0,No Different Than the National Rate,1.8,1.3,2.6,,,,,,,5.0,,,,,,5.0,,,5.0
MUVE LAKEWAY AMBULATORY SURGICAL CENTER,45C0001618,1013468586,LAKEWAY,TX,78738.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,58.0,0.0,
ADVANCED SURGERY CENTER OF LANCASTER LLC,39C0001349,1013471754,LANCASTER,PA,17601.0,2023,0.0,,0.0,,0.0,,0.1,,,5.0,,5.0,,,,,,5.0,100.0,,,5.0,120.0,No Different Than the National Rate,2.1,1.5,3.1,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
ADVANCED SURGERY CENTER OF LANCASTER LLC,39C0001349,1013471754,LANCASTER,PA,17601.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,22.0,57.4,
EYE SURGERY CENTER OF ELIZABETHTOWN,18C0001054,1013513308,ELIZABETHTOWN,KY,42701.0,2023,0.0,,0.0,,0.0,,0.06,,,5.0,,5.0,,,,,,5.0,,5.0,0.08,,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
EYE SURGERY CENTER OF ELIZABETHTOWN,18C0001054,1013513308,ELIZABETHTOWN,KY,42701.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,35.0,1.9,
